Gene Symbol	Description	Category	Uniprot ID	Gifts	GC Id	Relevance score	GeneCards Link
CPEB2	Cytoplasmic Polyadenylation Element Binding Protein 2	Protein Coding	Q7Z5Q1	44	GC04P026830	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPEB2
CST1	Cystatin SN	Protein Coding	P01037	44	GC20M024134	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST1
DTX3	Deltex E3 Ubiquitin Ligase 3	Protein Coding	Q8N9I9	44	GC12P057604	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTX3
FBXO2	F-Box Protein 2	Protein Coding	Q9UK22	44	GC01M011637	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO2
FXYD5	FXYD Domain Containing Ion Transport Regulator 5	Protein Coding	Q96DB9	44	GC19P035154	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXYD5
GBP2	Guanylate Binding Protein 2	Protein Coding	P32456	44	GC01M089106	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBP2
GPS2	G Protein Pathway Suppressor 2	Protein Coding	Q13227	44	GC17M007311	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPS2
H3-5	H3.5 Histone	Protein Coding	Q6NXT2	44	GC12M033463	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-5
HASPIN	Histone H3 Associated Protein Kinase	Protein Coding	Q8TF76	44	GC17P132467	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HASPIN
JAML	Junction Adhesion Molecule Like	Protein Coding	Q86YT9	44	GC11M133812	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAML
KPNA7	Karyopherin Subunit Alpha 7	Protein Coding	A9QM74	44	GC07M099173	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KPNA7
LAMTOR3	Late Endosomal/Lysosomal Adaptor, MAPK And MTOR Activator 3	Protein Coding	Q9UHA4	44	GC04M099878	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMTOR3
MUC12	Mucin 12, Cell Surface Associated	Protein Coding	Q9UKN1	44	GC07P100969	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC12
NEURL4	Neuralized E3 Ubiquitin Protein Ligase 4	Protein Coding	Q96JN8	44	GC17M007315	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEURL4
PCDH20	Protocadherin 20	Protein Coding	Q8N6Y1	44	GC13M061409	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH20
PROM2	Prominin 2	Protein Coding	Q8N271	44	GC02P095274	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROM2
PXMP4	Peroxisomal Membrane Protein 4	Protein Coding	Q9Y6I8	44	GC20M034012	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PXMP4
RAB11FIP1	RAB11 Family Interacting Protein 1	Protein Coding	Q6WKZ4	44	GC08M037858	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11FIP1
RBM3	RNA Binding Motif Protein 3	Protein Coding	P98179	44	GC0XP048574	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM3
RPS4Y1	Ribosomal Protein S4 Y-Linked 1	Protein Coding	P22090	44	GC0YP002841	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS4Y1
SLCO4C1	Solute Carrier Organic Anion Transporter Family Member 4C1	Protein Coding	Q6ZQN7	44	GC05M102233	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO4C1
STON2	Stonin 2	Protein Coding	Q8WXE9	44	GC14M081260	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STON2
TCP11	T-Complex 11	Protein Coding	Q8WWU5	44	GC06M100438	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCP11
THOC3	THO Complex Subunit 3	Protein Coding	Q96J01	44	GC05M175917	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC3
USP6NL	USP6 N-Terminal Like	Protein Coding	Q92738	44	GC10M011453	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP6NL
VEPH1	Ventricular Zone Expressed PH Domain Containing 1	Protein Coding	Q14D04	44	GC03M157259	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEPH1
AFAP1L1	Actin Filament Associated Protein 1 Like 1	Protein Coding	Q8TED9	43	GC05P149271	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1L1
ARHGAP25	Rho GTPase Activating Protein 25	Protein Coding	P42331	43	GC02P068679	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP25
AZI2	5-Azacytidine Induced 2	Protein Coding	Q9H6S1	43	GC03M028315	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AZI2
CYP4Z1	Cytochrome P450 Family 4 Subfamily Z Member 1	Protein Coding	Q86W10	43	GC01P062615	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4Z1
DCTPP1	DCTP Pyrophosphatase 1	Protein Coding	Q9H773	43	GC16M045772	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTPP1
ECPAS	Ecm29 Proteasome Adaptor And Scaffold	Protein Coding	Q5VYK3	43	GC09M118515	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECPAS
FABP12	Fatty Acid Binding Protein 12	Protein Coding	A6NFH5	43	GC08M081524	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP12
INTS4	Integrator Complex Subunit 4	Protein Coding	Q96HW7	43	GC11M133211	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS4
ISLR	Immunoglobulin Superfamily Containing Leucine Rich Repeat	Protein Coding	O14498	43	GC15P074173	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ISLR
KLK12	Kallikrein Related Peptidase 12	Protein Coding	Q9UKR0	43	GC19M051029	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLK12
KRT23	Keratin 23	Protein Coding	Q9C075	43	GC17M040922	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT23
OR51E2	Olfactory Receptor Family 51 Subfamily E Member 2	Protein Coding	Q9H255	43	GC11M004680	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR51E2
PHF14	PHD Finger Protein 14	Protein Coding	O94880	43	GC07P010973	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF14
PRPSAP2	Phosphoribosyl Pyrophosphate Synthetase Associated Protein 2	Protein Coding	O60256	43	GC17P133036	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPSAP2
PTTG2	Pituitary Tumor-Transforming 2	Protein Coding	Q9NZH5	43	GC04P039205	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG2
RNF115	Ring Finger Protein 115	Protein Coding	Q9Y4L5	43	GC01M145738	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF115
TMT1B	Thiol Methyltransferase 1B	Protein Coding	Q6UX53	43	GC12P055681	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMT1B
TRIM58	Tripartite Motif Containing 58	Protein Coding	Q8NG06	43	GC01P247857	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM58
ZFP64	ZFP64 Zinc Finger Protein	Protein Coding	Q9NTW7	43	GC20M052051	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFP64
ZNF326	Zinc Finger Protein 326	Protein Coding	Q5BKZ1	43	GC01P089995	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF326
BZW1	Basic Leucine Zipper And W2 Domains 1	Protein Coding	Q7L1Q6	42	GC02P200810	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW1
DCAF5	DDB1 And CUL4 Associated Factor 5	Protein Coding	Q96JK2	42	GC14M069050	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF5
ITPRIP	Inositol 1,4,5-Trisphosphate Receptor Interacting Protein	Protein Coding	Q8IWB1	42	GC10M104309	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPRIP
KCTD11	Potassium Channel Tetramerization Domain Containing 11	Protein Coding	Q693B1	42	GC17P007351	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCTD11
PRR14	Proline Rich 14	Protein Coding	Q9BWN1	42	GC16P104976	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRR14
RASSF8	Ras Association Domain Family Member 8	Protein Coding	Q8NHQ8	42	GC12P047254	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF8
SH3RF3	SH3 Domain Containing Ring Finger 3	Protein Coding	Q8TEJ3	42	GC02P109129	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3RF3
ATRNL1	Attractin Like 1	Protein Coding	Q5VV63	41	GC10P115093	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATRNL1
CPSF7	Cleavage And Polyadenylation Specific Factor 7	Protein Coding	Q8N684	41	GC11M061402	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPSF7
DCAF11	DDB1 And CUL4 Associated Factor 11	Protein Coding	Q8TEB1	41	GC14P024114	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF11
DNAJA4	DnaJ Heat Shock Protein Family (Hsp40) Member A4	Protein Coding	Q8WW22	41	GC15P078264	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJA4
DYNLT2	Dynein Light Chain Tctex-Type 2	Protein Coding	Q8IZS6	41	GC06M169726	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNLT2
FAM210B	Family With Sequence Similarity 210 Member B	Protein Coding	Q96KR6	41	GC20P056358	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM210B
MRPL9	Mitochondrial Ribosomal Protein L9	Protein Coding	Q9BYD2	41	GC01M151759	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPL9
MRPS31	Mitochondrial Ribosomal Protein S31	Protein Coding	Q92665	41	GC13M040729	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS31
OBI1	ORC Ubiquitin Ligase 1	Protein Coding	Q5W0B1	41	GC13M078615	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBI1
RFLNA	Refilin A	Protein Coding	Q6ZTI6	41	GC12P136148	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFLNA
RTCA	RNA 3'-Terminal Phosphate Cyclase	Protein Coding	O00442	41	GC01P100266	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTCA
SCRT2	Scratch Family Transcriptional Repressor 2	Protein Coding	Q9NQ03	41	GC20M000661	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCRT2
ZNF460	Zinc Finger Protein 460	Protein Coding	Q14592	41	GC19P057279	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF460
BTBD2	BTB Domain Containing 2	Protein Coding	Q9BX70	40	GC19M001985	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD2
CCDC106	Coiled-Coil Domain Containing 106	Protein Coding	Q9BWC9	40	GC19P055641	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC106
CGB5	Chorionic Gonadotropin Subunit Beta 5	Protein Coding	P0DN86	40	GC19P049043	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB5
CLEC17A	C-Type Lectin Domain Containing 17A	Protein Coding	Q6ZS10	40	GC19P132512	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC17A
COPRS	Coordinator Of PRMT5 And Differentiation Stimulator	Protein Coding	Q9NQ92	40	GC17M031851	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=COPRS
DDX19A	DEAD-Box Helicase 19A	Protein Coding	Q9NUU7	40	GC16P070346	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX19A
FAM120B	Family With Sequence Similarity 120 Member B	Protein Coding	Q96EK7	40	GC06P170290	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM120B
FBXO16	F-Box Protein 16	Protein Coding	Q8IX29	40	GC08M028348	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO16
GCNA	Germ Cell Nuclear Acidic Peptidase	Protein Coding	Q96QF7	40	GC0XP071578	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNA
GOLM2	Golgi Membrane Protein 2	Protein Coding	Q6P4E1	40	GC15P175224	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLM2
HMGN5	High Mobility Group Nucleosome Binding Domain 5	Protein Coding	P82970	40	GC0XM081113	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGN5
KLF16	KLF Transcription Factor 16	Protein Coding	Q9BXK1	40	GC19M001852	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF16
NRARP	NOTCH Regulated Ankyrin Repeat Protein	Protein Coding	Q7Z6K4	40	GC09M137299	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRARP
PHF13	PHD Finger Protein 13	Protein Coding	Q86YI8	40	GC01P006613	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF13
QPCTL	Glutaminyl-Peptide Cyclotransferase Like	Protein Coding	Q9NXS2	40	GC19P045692	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=QPCTL
SPINK13	Serine Peptidase Inhibitor Kazal Type 13	Protein Coding	Q1W4C9	40	GC05P148268	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK13
TMEM263	Transmembrane Protein 263	Protein Coding	Q8WUH6	40	GC12P106955	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM263
ZBTB46	Zinc Finger And BTB Domain Containing 46	Protein Coding	Q86UZ6	40	GC20M063743	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB46
CLDN17	Claudin 17	Protein Coding	P56750	39	GC21M030165	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN17
ODR4	Odr-4 GPCR Localization Factor Homolog	Protein Coding	Q5SWX8	39	GC01P186405	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ODR4
TMEM100	Transmembrane Protein 100	Protein Coding	Q9NV29	39	GC17M055719	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM100
VSTM2L	V-Set And Transmembrane Domain Containing 2 Like	Protein Coding	Q96N03	39	GC20P037903	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=VSTM2L
FAM98A	Family With Sequence Similarity 98 Member A	Protein Coding	Q8NCA5	38	GC02M033532	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM98A
MAP7D1	MAP7 Domain Containing 1	Protein Coding	Q3KQU3	38	GC01P036155	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP7D1
PRAG1	PEAK1 Related, Kinase-Activating Pseudokinase 1	Protein Coding	Q86YV5	38	GC08M008690	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRAG1
PROSER3	Proline And Serine Rich 3	Protein Coding	Q2NL68	38	GC19P132931	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROSER3
RFLNB	Refilin B	Protein Coding	Q8N5W9	38	GC17M087924	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFLNB
TM6SF1	Transmembrane 6 Superfamily Member 1	Protein Coding	Q9BZW5	38	GC15P176048	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM6SF1
TRIM46	Tripartite Motif Containing 46	Protein Coding	Q7Z4K8	38	GC01P155173	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM46
ABRACL	ABRA C-Terminal Like	Protein Coding	Q9P1F3	37	GC06P139028	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABRACL
PODNL1	Podocan Like 1	Protein Coding	Q6PEZ8	37	GC19M013931	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PODNL1
ZNF382	Zinc Finger Protein 382	Protein Coding	Q96SR6	37	GC19P132949	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF382
ZNF549	Zinc Finger Protein 549	Protein Coding	Q6P9A3	37	GC19P057527	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF549
GPR75	G Protein-Coupled Receptor 75	Protein Coding	O95800	36	GC02M053852	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR75
IGHA1	Immunoglobulin Heavy Constant Alpha 1	Protein Coding	P01876	36	GC14M122255	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHA1
SLC22A18AS	SLC22A18 Antisense RNA	RNA Gene	Q8N1D0	36	GC11M013325	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A18AS
SPINDOC	Spindlin Interactor And Repressor Of Chromatin Binding	Protein Coding	Q9BUA3	36	GC11P098798	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINDOC
TMEM52B	Transmembrane Protein 52B	Protein Coding	Q4KMG9	35	GC12P010170	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM52B
MINAR1	Membrane Integral NOTCH2 Associated Receptor 1	Protein Coding	Q9UPX6	33	GC15P175946	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MINAR1
TMEM229A	Transmembrane Protein 229A	Protein Coding	B2RXF0	33	GC07M124030	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM229A
TLX1NB	TLX1 Neighbor	RNA Gene	P0CAT3	32	GC10M101090	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLX1NB
LINC02875	Long Intergenic Non-Protein Coding RNA 2875	RNA Gene	Q86X59	31	GC17P134275	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02875
MIRLET7E	MicroRNA Let-7e	RNA Gene		29	GC19P133538	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7E
MIRLET7F1	MicroRNA Let-7f-1	RNA Gene		27	GC09P103672	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7F1
DAOA-AS1	DAOA Antisense RNA 1	RNA Gene		26	GC13M105459	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DAOA-AS1
IGKV1-5	Immunoglobulin Kappa Variable 1-5	Protein Coding	P01602	26	GC02M092653	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKV1-5
MIR1247	MicroRNA 1247	RNA Gene		26	GC14M101560	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1247
MIR518A1	MicroRNA 518a-1	RNA Gene		26	GC19P133644	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR518A1
MIR659	MicroRNA 659	RNA Gene		26	GC22M082390	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR659
PTTG3P	Pituitary Tumor-Transforming 3, Pseudogene	Pseudogene	Q9NZH4	26	GC08M066767	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTTG3P
LINC00523	Long Intergenic Non-Protein Coding RNA 523	RNA Gene	Q86TU6	25	GC14P118299	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00523
MIR450B	MicroRNA 450b	RNA Gene		25	GC0XM134540	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR450B
MIR515-1	MicroRNA 515-1	RNA Gene		25	GC19P053679	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR515-1
MIR629	MicroRNA 629	RNA Gene		25	GC15M070079	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR629
MIR744	MicroRNA 744	RNA Gene		25	GC17P012081	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR744
MIRLET7F2	MicroRNA Let-7f-2	RNA Gene		25	GC0XM053893	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7F2
PCAT2	Prostate Cancer Associated Transcript 2	RNA Gene		25	GC08M127072	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCAT2
SNHG4	Small Nucleolar RNA Host Gene 4	RNA Gene		25	GC05P139273	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG4
CASC11	Cancer Susceptibility 11	RNA Gene		24	GC08M136766	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASC11
MIR579	MicroRNA 579	RNA Gene		24	GC05M032431	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR579
MYLK-AS1	MYLK Antisense RNA 1	RNA Gene		24	GC03P123600	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYLK-AS1
ADAMTS9-AS1	ADAMTS9 Antisense RNA 1	RNA Gene		23	GC03P064549	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS9-AS1
KRTAP5-AS1	KRTAP5-1/KRTAP5-2 Antisense RNA 1	RNA Gene		23	GC11P001571	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP5-AS1
LMO7DN	LMO7 Downstream Neighbor	RNA Gene	F2Z398	23	GC13P075871	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO7DN
MIR320E	MicroRNA 320e	RNA Gene		23	GC19M101186	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320E
MIR769	MicroRNA 769	RNA Gene		23	GC19P046018	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR769
MIR939	MicroRNA 939	RNA Gene		23	GC08M144394	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR939
PANTR1	POU3F3 Adjacent Non-Coding Transcript 1	RNA Gene		23	GC02M104764	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANTR1
SAMMSON	Survival Associated Mitochondrial Melanoma Specific Oncogenic Non-Coding RNA	RNA Gene		23	GC03P069999	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMMSON
SFTA1P	Surfactant Associated 1, LncRNA	Pseudogene		23	GC10M010784	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFTA1P
CEBPA-DT	CEBPA Divergent Transcript	RNA Gene		22	GC19P132870	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPA-DT
CROCC2	Ciliary Rootlet Coiled-Coil, Rootletin Family Member 2	Protein Coding	H7BZ55	22	GC02P240916	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=CROCC2
GAS6-AS1	GAS6 Antisense RNA 1	RNA Gene		22	GC13P113815	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS6-AS1
LINC00426	Long Intergenic Non-Protein Coding RNA 426	RNA Gene		22	GC13M030593	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00426
LINC00632	Long Intergenic Non-Protein Coding RNA 632	RNA Gene		22	GC0XP140709	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00632
LINC00689	Long Intergenic Non-Protein Coding RNA 689	RNA Gene		22	GC07P159006	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00689
MIR1266	MicroRNA 1266	RNA Gene		22	GC15M156956	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1266
MIR210HG	MIR210 Host Gene	RNA Gene		22	GC11M000563	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR210HG
MIR320C1	MicroRNA 320c-1	RNA Gene		22	GC18P021683	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320C1
MIR450A1	MicroRNA 450a-1	RNA Gene		22	GC0XM134906	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR450A1
MIR516B1	MicroRNA 516b-1	RNA Gene		22	GC19P053736	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR516B1
PURPL	P53 Upregulated Regulator Of P53 Levels	RNA Gene		22	GC05P027217	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PURPL
ST7-OT3	ST7 Overlapping Transcript 3	RNA Gene		22	GC07P117243	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST7-OT3
AATBC	Apoptosis Associated Transcript In Bladder Cancer	RNA Gene		21	GC21M043806	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=AATBC
LINC01567	Long Intergenic Non-Protein Coding RNA 1567	RNA Gene		21	GC16M024661	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01567
MIR653	MicroRNA 653	RNA Gene		21	GC07M093482	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR653
TPTE2P1	TPTE2 Pseudogene 1	Pseudogene	Q5T6R2	21	GC13M024928	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPTE2P1
ZNF561-AS1	ZNF561 Antisense RNA 1 (Head To Head)	RNA Gene	K7EIQ3	21	GC19P132244	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF561-AS1
DLEU2L	Deleted In Lymphocytic Leukemia 2 Like	RNA Gene		20	GC01P063547	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLEU2L
FOXCUT	FOXC1 Upstream Transcript	RNA Gene		20	GC06P001668	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXCUT
GAS5-AS1	GAS5 Antisense RNA 1	RNA Gene		20	GC01P173863	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAS5-AS1
LINC00221	Long Intergenic Non-Protein Coding RNA 221	RNA Gene		20	GC14P106482	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00221
LINC00244	Long Intergenic Non-Protein Coding RNA 244	RNA Gene		20	GC07P156540	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00244
LINC00885	Long Intergenic Non-Protein Coding RNA 885	RNA Gene		20	GC03P199705	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00885
LINC01018	Long Intergenic Non-Protein Coding RNA 1018	RNA Gene		20	GC05P006582	0.153898984193802	https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01018
